"q1_mass","q3_mass","ms3_mass","met_name","dp","ep","ce","cxp","af","quantifier","ms_mode","ion_intensity_rank","ion_abundance","precursor_formula","product_ion_reference","product_formula","production_ion_notes","met_id","external_reference","q1_mass_units","q3_mass_units","ms3_mass_units","threshold_units","dp_units","ep_units","ce_units","cxp_units","af_units","ms_group","threshold","dwell_weight","component_name","ms_include","ms_is","precursor_fragment","product_fragment","precursor_exactmass","product_exactmass","ms_methodtype","id","precursor_fragment_elements","product_fragment_elements"
"344","133",NULL,"3',5'-Cyclic GMP","-30","-11","-49","-8.3",NULL,NULL,"-",3,"350000","C10H11N5O7P-",NULL,"C5HN4O-","[Guanine-NH3]-","35cgmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","35cgmp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","344.0396092",NULL,"tuning",111,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"128","82",NULL,"5-Oxoproline","-61.3","-10","-16.8","-10.2",NULL,1,"-",1,"61000","C5H6NO3-",NULL,"C4H4NO-",NULL,"5oxpro",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro","5000","1",NULL,True,True,NULL,NULL,"128.0347681",NULL,"tuning",112,NULL,NULL
"128","84",NULL,"5-Oxoproline","-64","-10","-15.7","-8.8",NULL,2,"-",2,"15000","C5H6NO3-",NULL,"C4H6NO-",NULL,"5oxpro",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","5oxpro","5000","1",NULL,True,False,NULL,NULL,"128.0347681",NULL,"tuning",113,NULL,NULL
"275","97",NULL,"6-Phospho-D-gluconate","-56.4","-10","-22","-5.24",NULL,1,"-",2,"400000","C6H12O10P-","Bajad 2006","H2O4P-",NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","10000","1",NULL,True,True,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","275.0168081",NULL,"tuning",114,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"275","207",NULL,"6-Phospho-D-gluconate","-52.2","-10","-16.4","-14",NULL,2,"-",3,"190000","C6H12O10P-",NULL,"C6H8O6P-",NULL,"6pgc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","6pgc","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{t,t,t,t,t,t}","275.0168081",NULL,"tuning",115,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"103","35",NULL,"4-Hydroxybutanoate","-48.1","-10","-20.6","-4.9",NULL,NULL,"-",3,"41000","C4H7O3-",NULL,NULL,NULL,"4hdxbutn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn","5000","1",NULL,False,False,NULL,NULL,"103.0395191",NULL,"tuning",116,NULL,NULL
"103","57",NULL,"4-Hydroxybutanoate","-43.8","-10","-17.33","-9",NULL,NULL,"-",1,"520000","C4H7O3-",NULL,NULL,NULL,"4hdxbutn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn","5000","1",NULL,False,False,NULL,NULL,"103.0395191",NULL,"tuning",117,NULL,NULL
"103","85",NULL,"4-Hydroxybutanoate","-44.4","-10","-14","-10.1",NULL,NULL,"-",2,"260000","C4H7O3-",NULL,NULL,NULL,"4hdxbutn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4hdxbutn","5000","1",NULL,False,False,NULL,NULL,"103.0395191",NULL,"tuning",118,NULL,NULL
"179.157","121",NULL,"3-(4-Hydroxyphenyl)pyruvate","-30.5","-10","-13.6","-7.9",NULL,NULL,"-",2,"86000","C9H7O4-",NULL,"C8H9O",NULL,"34hpp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","34hpp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t}","{f,t,t,t,t,t,t,t,t}","179.0344337",NULL,"tuning",119,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"115","43",NULL,"3-Methyl-2-oxobutanoate","-95","-10","-28.3","-4.8",NULL,NULL,"-",2,"27000","C5H7O3-",NULL,"C3H7-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob","5000","1",NULL,False,False,"{t,t,t,t,t}","{f,f,t,t,t}","115.0395191",NULL,"tuning",120,"{C,C,C,C,C}","{C,C,C,C,C}"
"117","81",NULL,"3-Methyl-2-oxobutanoate","41.8","10","19","10.6",NULL,NULL,"+",2,"84000","C5H9O3+",NULL,NULL,NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob","5000","1",NULL,False,False,"{t,t,t,t,t}",NULL,"117.0551692",NULL,"tuning",121,"{C,C,C,C,C}",NULL
"117","99",NULL,"3-Methyl-2-oxobutanoate","40","10","8","12.1",NULL,NULL,"+",1,"200000","C5H9O3+",NULL,NULL,NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob","5000","1",NULL,False,False,"{t,t,t,t,t}",NULL,"117.0551692",NULL,"tuning",122,"{C,C,C,C,C}",NULL
"115","71",NULL,"3-Methyl-2-oxobutanoate","-42.1","-10","-11.6","-8.9",NULL,NULL,"-",3,"25000","C5H7O3-",NULL,"C4H7O-",NULL,"3mob",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3mob","5000","1",NULL,False,False,"{t,t,t,t,t}","{f,t,t,t,t}","115.0395191",NULL,"tuning",123,"{C,C,C,C,C}","{C,C,C,C,C}"
"135.7","92",NULL,"Adenine","80","10","39","10",NULL,NULL,"+",2,NULL,"C5H6N5+",NULL,NULL,NULL,"ade",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","ade","5000","1",NULL,False,False,NULL,NULL,"136.0623202",NULL,"tuning",124,NULL,NULL
"135","89",NULL,"D-Malate","10","10","11","10",NULL,NULL,"+",1,NULL,NULL,NULL,NULL,NULL,"mal-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","mal-D","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",125,NULL,NULL
"241.977","109",NULL,"Cytidine","-100","-4","-16.1","-5.2",NULL,1,"-",1,NULL,"C9H12N3O5-",NULL,"C4H3N3O-","Cytosine","cytd",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","cytd","5000","1",NULL,True,True,NULL,NULL,"242.0776955",NULL,"tuning",126,NULL,NULL
"117","87",NULL,"2-Ethyl-3-hydroxypropionic acid","-39.5","-10","-14.1","-5",NULL,NULL,"-",1,"680000","C5H9O3-",NULL,"C3H3O3-","Loss of C2H5","2e3hp","HMDB00396","Da","Da","Da","count","volts","volts","volts","volts","volts","2e3hp","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",14,NULL,NULL
"185","43",NULL,"3-Phospho-D-glycerate","-13","-10","-31.3","-5",NULL,NULL,"-",4,"35000","C3H6O7P-",NULL,NULL,NULL,"3pg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3pg","5000","1",NULL,False,False,"{t,t,t}",NULL,"184.9851141",NULL,"tuning",127,"{C,C,C}",NULL
"185","79",NULL,"3-Phospho-D-glycerate","-35.8","-10","-50","-9.05",NULL,NULL,"-",2,"85000","C3H6O7P-","Luo 2007","O3P-",NULL,"3pg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3pg","5000","1",NULL,False,False,"{t,t,t}",NULL,"184.9851141",NULL,"tuning",128,"{C,C,C}",NULL
"185","97",NULL,"3-Phospho-D-glycerate","-34.1","-10","-20.9","-5.8",NULL,NULL,"-",3,"58000","C3H6O7P-","Bajad 2006","H2O4P-",NULL,"3pg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3pg","5000","1",NULL,False,False,"{t,t,t}",NULL,"184.9851141",NULL,"tuning",129,"{C,C,C}",NULL
"185","139",NULL,"3-Phospho-D-glycerate","-13.4","-10","-11.9","-4.05",NULL,NULL,"-",1,"129000","C3H6O7P-",NULL,"C2H4O5P",NULL,"3pg",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","3pg","5000","1",NULL,False,False,"{t,t,t}","{f,t,t}","184.9851141",NULL,"tuning",130,"{C,C,C}","{C,C,C}"
"346","79",NULL,"AMP","-20","-10","-71.6","-12.9",NULL,2,"-",1,"390000","C10H13N5O7P-","Luo 2007","O3P-","Phosphate","amp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","amp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","346.0552593",NULL,"tuning",131,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"179","59",NULL,"D-Glucose","-76.5","-10","-22.7","-8.8",NULL,NULL,"-",1,"490000","C6H11O6-","Beuscher 2010","C2H3O2-",NULL,"glc-D",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","glc-D","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{f,f,f,f,t,t}","179.0555631",NULL,"tuning",132,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"346","134",NULL,"AMP","-31.4","-10","-43.9","-15.8",NULL,1,"-",2,"75000","C10H13N5O7P-","Beuscher 2010","C5H4N5-","Adenine","amp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","amp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","346.0552593",NULL,"tuning",133,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"131","95",NULL,"L-Asparagine","-51","-10","-17.1","-11.3",NULL,2,"-",2,"110000","C4H7N2O3-","Beuscher 2010","C4H47-temp","Must have 4 carbons","asn-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L","5000","1",NULL,True,False,"{t,t,t,t}","{t,t,t,t}","131.0456671",NULL,"tuning",135,"{C,C,C,C}","{C,C,C,C}"
"131","114",NULL,"L-Asparagine","-89.7","-10","-16.1","-7",NULL,1,"-",1,"510000","C4H7N2O3-",NULL,"C4H4NO3-",NULL,"asn-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","asn-L","5000","1",NULL,True,True,"{t,t,t,t}","{t,t,t,t}","131.0456671",NULL,"tuning",136,"{C,C,C,C}","{C,C,C,C}"
"506","159",NULL,"ATP","-183","-14","-56","-49",NULL,2,"-",1,"4200000","C10H15N5O13P3-","Beuscher 2010","HO6P2-","PPi","atp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","atp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","505.9879201",NULL,"tuning",137,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"243","42",NULL,"Biotin","-57.7","-10","-55.3","-6.8",NULL,1,"-",1,"240000","C10H15N2O3S-",NULL,"CNO-",NULL,"btn",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","btn","5000","1",NULL,True,True,NULL,NULL,"243.080338",NULL,"tuning",138,NULL,NULL
"328","134",NULL,"cAMP","-50","-7.2","-32.8","-9",NULL,1,"-",1,"680000","C10H11N5O6P-","Bajad 2006 / Beuscher 2010","C5H4N5-","Adenine","camp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","camp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","328.0446946",NULL,"tuning",139,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"410","79",NULL,"dADP","-54","-10","-85.1","-9",NULL,1,"-",1,"65000","C10H14N5O9P2-",NULL,"O3P-",NULL,"dadp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dadp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","410.0266751",NULL,"tuning",140,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"307","79",NULL,"dUMP","-40.5","-10","-78","-9.1",NULL,1,"-",1,"650000","C9H12N2O8P-",NULL,"O3P-",NULL,"dump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dump","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","307.0331269",NULL,"tuning",141,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"307","195",NULL,"dUMP","-52.5","-10","-22.7","-12.9",NULL,2,"-",2,"500000","C9H12N2O8P-","Bajad 2006 / Beuscher 2010","C5H8O6P-","Loss of Uracil (or loss of phosphate C8H7N2O4-)","dump",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dump","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}","307.0331269",NULL,"tuning",142,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"168","107",NULL,"N(pai)-Methyl-L-histidine","-92.2","-10","-22.6","-9.1",NULL,NULL,"-",3,NULL,NULL,NULL,NULL,NULL,"NPmehis",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","NPmehis","5000","1",NULL,False,False,NULL,NULL,NULL,NULL,"tuning",143,NULL,NULL
"467","159",NULL,"dUTP","-31.7","-10","-104.3","-9.9",NULL,1,"-",3,"69000","C9H14N2O14P3-","Bajad 2006","HO6P2-",NULL,"dutp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dutp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f}","466.9657877",NULL,"tuning",144,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"467","177",NULL,"dUTP","-26","-10","-68.9","-9.3",NULL,2,"-",1,"130000","C9H14N2O14P3-",NULL,"C8H5N203-","Loss of phosphate (or H307P2- disphosphate)","dutp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dutp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,f,t,t,t,t}","466.9657877",NULL,"tuning",145,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"339","79",NULL,"D-Fructose 1,6-bisphosphate","-37.8","-10","-73.6","-6.5",NULL,1,"-",5,"88000","C6H13O12P2-",NULL,"O3P-",NULL,"fdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","fdp","5000","1",NULL,True,True,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","338.9882239",NULL,"tuning",146,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"306","143",NULL,"Reduced glutathione","-43.6","-10","-24.9","-8.6",NULL,1,"-",1,"370000","C10H16N3O6S-",NULL,"C5H7N2O3-","Could also be C4H3N2O2S-","gthrd",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd","5000","1",NULL,True,True,NULL,NULL,"306.075981",NULL,"tuning",184,NULL,NULL
"289","227",NULL,"N(omega)-(L-Arginino)succinate","-28.3","-10","-18.4","-12.3",NULL,NULL,"-",5,"180000","C10H17N4O6-",NULL,"C9H15N4O3-",NULL,"argsuc",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","argsuc","5000","1",NULL,False,False,NULL,NULL,"289.1148093",NULL,"tuning",242,NULL,NULL
"339","241",NULL,"D-Fructose 1,6-bisphosphate","-42.6","-10","-21.8","-12.1",NULL,2,"-",6,"13000","C6H13O12P2-",NULL,"C6H10O8P-",NULL,"fdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","fdp","5000","1",NULL,True,False,"{t,t,t,t,t,t}","{t,t,t,t,t,t}","338.9882239",NULL,"tuning",147,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"259","79",NULL,"D-Glucose 6-phosphate","-52.8","-10","-69.8","-9.2",NULL,2,"-",2,"750000","C6H12O9P-","Luo 2007","O3P-",NULL,"g6p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","g6p","5000","1",NULL,True,True,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","259.0218935",NULL,"tuning",148,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"259","199",NULL,"D-Glucose 6-phosphate","-58","-10","-15.7","-12",NULL,1,"-",4,"88000","C6H12O9P-",NULL,"C4H8O7P-",NULL,"g6p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","g6p","5000","1",NULL,True,True,"{t,t,t,t,t,t}","{f,f,t,t,t,t}","259.0218935",NULL,"tuning",149,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"258","79",NULL,"D-Glucosamine 6-phosphate","-54.3","-10","-63","-9.2",NULL,1,"-",1,"390000","C6H13NO8P-","Beuscher 2010","O3P-",NULL,"gam6p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p","5000","1",NULL,True,True,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","258.0378779",NULL,"tuning",150,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"175","116",NULL,"L-Arginine","36","10","17.9","8",NULL,NULL,"+",NULL,"870000","C6H15N4O2+",NULL,NULL,NULL,"arg-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","arg-L","5000","1",NULL,False,False,NULL,NULL,"175.1195007",NULL,"tuning",151,NULL,NULL
"129","101",NULL,"4-Methyl-2-oxopentanoate","-44.2","-10","-12","-9.2",NULL,NULL,"-",2,"61000","C6H9O3-",NULL,"C4H5O3-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{t,t,t,t,f,f}","129.0551692",NULL,"tuning",152,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"129","85",NULL,"4-Methyl-2-oxopentanoate","-35.3","-10","-12","-10.1",NULL,NULL,"-",1,"110000","C6H9O3-",NULL,"C5H9O-",NULL,"4mop",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","4mop","5000","1",NULL,False,False,"{t,t,t,t,t,t}","{f,t,t,t,t,t}","129.0551692",NULL,"tuning",153,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"258","97",NULL,"D-Glucosamine 6-phosphate","-53.9","-10","-23.4","-5.4",NULL,2,"-",2,"320000","C6H13NO8P-",NULL,"H2O4P-",NULL,"gam6p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gam6p","5000","1",NULL,True,False,"{t,t,t,t,t,t}","{f,f,f,f,f,f}","258.0378779",NULL,"tuning",154,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"442","79",NULL,"GDP","-35.4","-10","-75.9","-13.4",NULL,1,"-",1,"4300000","C10H14N5O11P2-",NULL,"O3P-",NULL,"gdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gdp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","442.0165043",NULL,"tuning",155,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"442","159",NULL,"GDP","-24.8","-10","-36.6","-11.4",NULL,3,"-",2,"2900000","C10H14N5O11P2-","Bajad 2006","HO6P2-",NULL,"gdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gdp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","442.0165043",NULL,"tuning",156,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"442","344",NULL,"GDP","-33.4","-10","-26.7","-18.8",NULL,2,"-",3,"2400000","C10H14N5O11P2-","Beuscher 2010","C10H11N5O7P-",NULL,"gdp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gdp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}","442.0165043",NULL,"tuning",157,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"132","115",NULL,"L-Aspartate","-65.8","-10","-16.9","-5.9",NULL,2,"-",2,"20000","C4H6NO4-",NULL,"C4H3O4-",NULL,"asp-L",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","asp-L","5000","1",NULL,True,False,"{t,t,t,t}","{t,t,t,t}","132.0296827",NULL,"tuning",158,"{C,C,C,C}","{C,C,C,C}"
"466","368",NULL,"dCTP","-143","-10","-34.6","-7",NULL,2,"-",NULL,NULL,"C9H15N3O13P3-","Beuscher 2010","C9H12N3O9P2-","Loss of phosphate (79); loss of hydroxide (17); Loss of H2 (2); total (98)","dctp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dctp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t}","465.9817721",NULL,"tuning",159,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"306","272",NULL,"Reduced glutathione","-40.7","-10","-18","-19.6",NULL,2,"-",2,"240000","C10H16N3O6S-",NULL,"C10H14N3O6-",NULL,"gthrd",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gthrd","5000","1",NULL,True,False,NULL,NULL,"306.075981",NULL,"tuning",161,NULL,NULL
"191","111",NULL,"Citrate","-47.7","-10","-19.1","-6.8",NULL,1,"-",2,"650000","C6H7O7-","Bajad 2006 / Luo 2007 / Beuscher 2010","C5H3O3-",NULL,"cit",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","cit","10000","1",NULL,True,True,"{t,t,t,t,t,t}","{t,t,t,t,t,f}","191.0191776",NULL,"tuning",162,"{C,C,C,C,C,C}","{C,C,C,C,C,C}"
"490","79",NULL,"dATP","-40.2","-10","-94","-9.2",NULL,2,"-",2,"2400000","C10H15N5O12P3-",NULL,"O3P-",NULL,"datp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","datp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","489.9930055",NULL,"tuning",163,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"193","175",NULL,"Isocitrate","38.1","10","7.3","12.2",NULL,NULL,"+",NULL,"110000","C6H9O7+",NULL,NULL,NULL,"icit",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","icit","5000","1",NULL,False,False,NULL,NULL,"193.0348276",NULL,"tuning",15,NULL,NULL
"259","139","79","alpha-D-Galactose 1-phosphate","-62.16","-10","-22.54","-8.94","0.23",NULL,"-",NULL,"810000","C6H12O9P-",NULL,"C2H4O5P-",NULL,"gal1p",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","gal1p","5000","1",NULL,False,False,NULL,NULL,"259.0218935",NULL,"tuning",16,NULL,NULL
"490","159",NULL,"dATP","-25.5","-10","-34.3","-9.2",NULL,1,"-",1,"2000000","C10H15N5O12P3-","Bajad 2006","HO6P2-",NULL,"datp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","datp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","489.9930055",NULL,"tuning",164,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"347","79",NULL,"IMP","-24.4","-10","-81.9","-9.2",NULL,3,"-",1,"500000","C10H12N4O8P-",NULL,"O3P-",NULL,"imp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","imp","5000","1",NULL,False,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","347.0392749",NULL,"tuning",165,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"347","97",NULL,"IMP","-29.4","-10","-26.8","-11.1",NULL,2,"-",2,"170000","C10H12N4O8P-",NULL,"H2O4P-",NULL,"imp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","imp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","347.0392749",NULL,"tuning",166,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"347","135",NULL,"IMP","-37.9","-10","-41.6","-7.2",NULL,1,"-",3,"110000","C10H12N4O8P-",NULL,"C5H3N4O-","Hypoxanthine","imp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","imp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","347.0392749",NULL,"tuning",167,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"507","79",NULL,"ITP","-46","-10","-106","-9.1",NULL,2,"-",1,"1900000","C10H14N4O14P3-",NULL,"O3P-",NULL,"itp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","itp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","506.9719357",NULL,"tuning",168,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"306","195",NULL,"dCMP","-49.4","-10","-23.4","-12.9",NULL,1,"-",2,"110000","C9H13N3O7P-",NULL,"C5H8O6P-","deoxyribose","dcmp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dcmp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,f,f,f,f}","306.0491113",NULL,"tuning",169,"{C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C}"
"135","65",NULL,"Hypoxanthine","-62","-6","-20","-4",NULL,2,"-",2,NULL,"C5H3N4O-",NULL,"C3HN2+","?","hxan",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","hxan","5000","1",NULL,False,False,NULL,NULL,"135.0306857",NULL,"tuning",170,NULL,NULL
"331","79",NULL,"dIMP","-20","-10","-65","-9",NULL,2,"-",2,"530000","C10H12N4O7P-",NULL,"O3P-",NULL,"dimp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dimp","5000","1",NULL,True,False,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,f,f,f,f,f}","331.0443603",NULL,"tuning",171,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"331","135",NULL,"dIMP","-29.9","-10","-30.9","-7.1",NULL,1,"-",3,"340000","C10H12N4O7P-",NULL,"C5H3N4O-","Hypoxanthine","dimp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","dimp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{f,f,f,f,f,t,t,t,t,t}","331.0443603",NULL,"tuning",172,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
"507","409",NULL,"ITP","-47","-10","-29.7","-12.4",NULL,1,"-",2,"830000","C10H14N4O14P3-","Bajad 2006","C10H11N4O10P2-",NULL,"itp",NULL,"Da","Da","Da","count","volts","volts","volts","volts","volts","itp","5000","1",NULL,True,True,"{t,t,t,t,t,t,t,t,t,t}","{t,t,t,t,t,t,t,t,t,t}","506.9719357",NULL,"tuning",173,"{C,C,C,C,C,C,C,C,C,C}","{C,C,C,C,C,C,C,C,C,C}"
